5000 10000
1695 1917 431
1696 2622 3347
1697 4641 9226
1698 3310 8382
1699 2213 5898
1700 4695 1391
1701 4834 4340
1702 3021 1174
1703 4530 569
1704 4488 3398
1705 4109 7534
1706 4951 79
1707 2853 2717
1708 2600 1408
1709 3097 4298
1710 3473 3770
1711 2918 8995
1712 2783 1637
1713 2640 5891
1714 1781 1194
1715 3227 6067
1716 2129 211
1717 3832 6893
1718 1719 6572
1719 3602 5519
1720 4772 4255
1721 2582 3384
1722 2058 3813
1723 2016 6510
1724 2370 9514
1725 1768 3097
1726 3948 5936
1727 2942 102
1728 4688 8016
1729 1848 5534
1730 3293 5364
1731 2198 3769
1732 2436 2739
1733 3310 3246
1734 2854 9529
1735 3552 2811
1736 4652 3607
1737 4864 6623
1738 4663 5283
1739 1760 5318
1740 3936 9323
1741 1767 921
1742 3001 8657
1743 1893 4442
1744 2965 7392
1745 4786 6759
1746 3957 7669
1747 3068 8420
1748 3159 6062
1749 3493 2307
1750 3449 355
1751 4552 2807
1752 2950 6222
1753 2986 4100
1754 2978 4072
1755 2390 8707
1756 4679 2663
1757 3358 2135
1758 2649 6289
1759 2870 4403
1760 3498 4734
1761 4977 4211
1762 4285 8031
1763 3333 3466
1764 2517 6055
1765 4368 2731
1766 2534 9676
1767 3290 2872
1768 2086 6429
1769 2446 1388
1770 4725 5271
1771 4783 1536
1772 3034 2870
1773 2273 3796
1774 3900 4527
1775 2856 5626
1776 3921 1480
1777 3021 4611
1778 4881 6840
1779 2109 4441
1780 3924 5187
1781 1860 9426
1782 1928 5896
1783 2943 6291
1784 3188 3338
1785 4146 3907
1786 3094 7836
1787 4009 8079
1788 4733 3660
1789 4553 9384
1790 3805 809
1791 2811 9281
1792 3446 6143
1793 2169 5144
1794 3160 2398
1795 4361 7236
1796 3168 5916
1797 3231 9121
1798 3422 1815
1799 2286 8510
1800 3751 1567
1801 1835 4248
1802 4020 3462
1803 3202 9487
1804 1960 9906
1805 3991 2840
1806 4201 3967
1807 3219 1837
1808 4245 3505
1809 4350 5008
1810 3247 2805
1811 3687 9534
1812 2994 1256
1813 4769 6315
1814 3040 2648
1815 3837 2255
1816 4122 6783
1817 3649 1604
1818 4390 747
1819 4967 9122
1820 3117 1428
1821 3093 55
1822 3117 9237
1823 4825 6966
1824 3663 2144
1825 4628 4255
1826 4865 3724
1827 3636 9085
1828 4298 5791
1829 3442 5858
1830 3143 3062
1831 3016 4969
1832 2800 9566
1833 3526 2906
1834 2208 7263
1835 4346 1257
1836 3999 5669
1837 3878 2883
1838 4107 1210
1839 1976 2041
1840 4729 553
1841 4660 5961
1842 1871 2054
1843 2063 9459
1844 2492 3511
1845 1960 3084
1846 3535 3963
1847 4241 6577
1848 4460 3200
1849 4567 1271
1850 3645 3944
1851 3857 4805
1852 4609 5464
1853 2956 3488
1854 3882 1513
1855 3258 4423
1856 2104 2942
1857 4323 7706
1858 4080 5870
1859 1905 1284
1860 3655 7398
1861 2744 9107
1862 4741 2681
1863 3983 4261
1864 2443 1433
1865 3818 7654
1866 2304 2990
1867 4410 1329
1868 4742 4231
1869 2272 6332
1870 2910 8487
1871 2043 2343
1872 2842 8262
1873 2271 3865
1874 3872 9431
1875 4506 5709
1876 4353 2848
1877 3080 1557
1878 2375 3431
1879 2959 6590
1880 4931 993
1881 3178 3178
1882 3454 8974
1883 3734 4260
1884 3096 1770
1885 4421 1973
1886 2906 8792
1887 4701 7379
1888 2613 1940
1889 4057 8753
1890 3375 6209
1891 3605 6782
1892 3133 5346
1893 4764 7193
1894 2571 7463
1895 4745 5829
1896 2012 7203
1897 4229 2990
1898 4058 1069
1899 3878 8559
1900 3680 6378
1901 3880 9682
1902 3842 1470
1903 3353 3245
1904 1949 5970
1905 4261 8087
1906 2470 9184
1907 2665 8363
1908 4215 4806
1909 3673 5179
1910 2227 9149
1911 3784 9901
1912 2890 1301
1913 4153 5834
1914 3762 8571
1915 1925 7891
1916 4172 792
1917 4043 4495
1918 4917 11
1919 3315 2776
1920 2961 7027
1921 2932 2688
1922 2449 6487
1923 3191 8728
1924 2935 1761
1925 2599 687
1926 2848 6065
1927 4739 3189
1928 3214 1280
1929 3764 1908
1930 2137 6808
1931 4838 2967
1932 3661 5544
1933 3168 4042
1934 2185 5884
1935 2276 6015
1936 2492 5412
1937 4115 8389
1938 3840 5159
1939 3279 4836
1940 4827 1635
1941 4470 3096
1942 3005 2570
1943 2425 6321
1944 4829 2540
1945 2741 5035
1946 4006 5614
1947 4922 2993
1948 3564 5748
1949 2836 7508
1950 2764 1853
1951 4098 9538
1952 2889 1891
1953 3525 5753
1954 4764 6268
1955 4996 5662
1956 3287 2698
1957 2530 8070
1958 2036 4002
1959 4061 3757
1960 4158 9324
1961 2861 9632
1962 2659 8531
1963 4620 2943
1964 2395 4753
1965 2304 8262
1966 2837 9298
1967 3190 7661
1968 2899 274
1969 2558 3309
1970 2649 2125
1971 4978 5668
1972 2537 8032
1973 4166 6858
1974 3443 8206
1975 4057 2859
1976 2360 2206
1977 4426 432
1978 4679 4311
1979 2010 9976
1980 2362 1424
1981 4248 3788
1982 4517 8190
1983 3357 7090
1984 3739 2406
1985 2686 1186
1986 4426 9982
1987 3386 7810
1988 4591 6631
1989 4005 6160
1990 3689 8029
1991 2121 8860
1992 2271 3324
1993 2506 390
1994 3080 9288
1995 2314 4601
1996 4619 9128
1997 2424 6758
1998 3709 7241
1999 2651 9730
2000 4033 5342
2001 3385 8236
2002 4710 2710
2003 2758 1817
2004 2045 4479
2005 2152 3532
2006 4037 9282
2007 4286 2307
2008 2111 9840
2009 3292 6899
2010 3759 7754
2011 2266 8251
2012 3275 9562
2013 4221 6946
2014 2837 4385
2015 3102 6347
2016 2819 3104
2017 2170 1540
2018 3514 4377
2019 2386 9036
2020 4242 8304
2021 3334 1098
2022 4253 6433
2023 3154 8695
2024 2727 2181
2025 4354 1399
2026 2325 6892
2027 2367 3559
2028 2426 304
2029 3614 7548
2030 4564 7983
2031 2977 9036
2032 4801 1244
2033 4404 15
2034 3990 4979
2035 3795 6850
2036 4547 5836
2037 3479 9324
2038 4426 1037
2039 4472 8098
2040 3662 4701
2041 3583 1584
2042 3022 6621
2043 3658 9658
2044 4841 1262
2045 2469 1885
2046 2180 363
2047 4291 8856
2048 3099 2113
2049 4456 8772
2050 3338 4514
2051 3647 6412
2052 3375 5747
2053 2657 6215
2054 4274 4799
2055 3834 6987
2056 3358 973
2057 2478 5426
2058 2346 3826
2059 2221 8686
2060 4702 4158
2061 2995 787
2062 4494 505
2063 4066 6491
2064 3840 6584
2065 3374 4015
2066 3305 6504
2067 3554 8563
2068 4817 9026
2069 3825 8548
2070 4667 4713
2071 2349 8605
2072 4442 1712
2073 4795 7988
2074 2235 712
2075 3273 1885
2076 2969 7138
2077 2103 7351
2078 4735 814
2079 3894 156
2080 4152 6362
2081 2539 5023
2082 4283 3671
2083 2119 6463
2084 4195 4108
2085 3555 7206
2086 4227 6015
2087 2645 9993
2088 2708 8333
2089 2725 5337
2090 3654 3982
2091 2492 1213
2092 4220 1478
2093 4115 6637
2094 2909 483
2095 3486 7037
2096 3427 3656
2097 3734 7135
2098 3733 2930
2099 3188 9492
2100 4030 8003
2101 3181 8693
2102 2414 3747
2103 2951 1546
2104 4130 7472
2105 4414 3102
2106 2495 3501
2107 4507 4546
2108 2528 698
2109 2562 510
2110 4424 1470
2111 4579 174
2112 2992 3067
2113 4813 7010
2114 3412 3074
2115 3990 610
2116 3821 6987
2117 3268 73
2118 4144 3823
2119 2374 4800
2120 3729 3747
2121 3755 267
2122 4794 1554
2123 2854 1595
2124 2138 5710
2125 3165 2964
2126 3405 8364
2127 2253 20
2128 2911 9044
2129 3280 6128
2130 3391 998
2131 3774 5885
2132 4285 7970
2133 4039 4244
2134 3519 6929
2135 2764 4258
2136 4167 5375
2137 2843 8057
2138 3238 3480
2139 2364 164
2140 3861 9470
2141 3004 1799
2142 3851 9492
2143 3396 9414
2144 3797 8679
2145 4914 8387
2146 4683 742
2147 3968 300
2148 2404 7957
2149 4504 3169
2150 2385 4228
2151 3985 9041
2152 2950 4386
2153 3696 6851
2154 2956 7359
2155 4248 3428
2156 4102 8485
2157 4573 9454
2158 4744 1629
2159 2535 2290
2160 4386 8790
2161 3359 2988
2162 4603 5396
2163 3174 5113
2164 4738 1634
2165 3545 1556
2166 4417 9248
2167 3837 1897
2168 3286 6110
2169 3977 5200
2170 4996 7914
2171 3884 3581
2172 2295 6345
2173 3936 796
2174 2666 930
2175 4252 9417
2176 4451 4933
2177 4056 908
2178 2596 996
2179 3131 873
2180 3360 185
2181 4462 5452
2182 4448 4858
2183 4665 2187
2184 3845 3257
2185 3693 1173
2186 2206 9686
2187 2341 6794
2188 4044 7818
2189 4820 4184
2190 2519 1961
2191 4536 7252
2192 3658 8511
2193 3216 7524
2194 4125 3411
2195 3172 3904
2196 3093 7478
2197 3042 4712
2198 4536 3698
2199 2512 4658
2200 4952 8505
2201 2259 2447
2202 2766 4587
2203 2363 160
2204 4046 9079
2205 4062 8586
2206 4762 4343
2207 4842 8656
2208 3911 3721
2209 4068 3336
2210 2459 3786
2211 2772 8115
2212 3522 3380
2213 3803 577
2214 2685 9355
2215 3498 3140
2216 4213 3113
2217 4541 8459
2218 2798 5852
2219 4082 1092
2220 3667 421
2221 3231 7838
2222 4595 2631
2223 2299 197
2224 2227 8708
2225 4566 462
2226 3749 171
2227 4724 652
2228 3581 9978
2229 3597 7481
2230 2541 117
2231 4166 6927
2232 3649 7835
2233 2912 8274
2234 4604 5544
2235 2725 6135
2236 4974 3638
2237 4420 6420
2238 4211 263
2239 3302 7850
2240 2971 8157
2241 3144 5594
2242 4082 4051
2243 3100 118
2244 3694 3685
2245 3663 5630
2246 4502 2115
2247 3302 2338
2248 4124 7365
2249 4515 6386
2250 3698 2959
2251 3451 7357
2252 2725 7604
2253 2714 484
2254 2421 8174
2255 3544 7932
2256 2757 4035
2257 4611 4459
2258 3497 501
2259 2378 4917
2260 2291 9110
2261 3766 6031
2262 2611 2901
2263 4180 6032
2264 2305 8863
2265 2355 7235
2266 4033 400
2267 3073 9222
2268 2625 9147
2269 4924 6491
2270 2844 6837
2271 3949 1013
2272 3084 526
2273 4363 7782
2274 2707 5440
2275 2380 8255
2276 3136 6425
2277 4500 5431
2278 4240 4159
2279 4243 9482
2280 3282 3641
2281 4479 9454
2282 3868 6300
2283 4104 4202
2284 3803 1593
2285 3441 5374
2286 4174 1571
2287 3651 6738
2288 4904 9955
2289 4421 4686
2290 4743 6346
2291 3316 4635
2292 2885 897
2293 4019 6892
2294 3094 4186
2295 4276 3847
2296 2716 5410
2297 4392 7730
2298 4580 8458
2299 3771 1066
2300 4901 3914
2301 2939 9939
2302 3786 3167
2303 2340 6782
2304 3682 5985
2305 2820 261
2306 2941 2075
2307 4862 4380
2308 2643 8640
2309 4773 4454
2310 4340 5188
2311 3803 6089
2312 4075 3393
2313 3168 8419
2314 4375 3970
2315 3272 1908
2316 4097 9505
2317 3580 4677
2318 4549 7265
2319 4013 6808
2320 3733 4294
2321 3063 7898
2322 2699 2117
2323 4158 117
2324 4465 118
2325 4342 2738
2326 4931 3279
2327 4211 5320
2328 2808 7783
2329 4624 8398
2330 3720 2819
2331 2933 5247
2332 3008 1401
2333 3130 311
2334 4117 8937
2335 4596 8141
2336 4876 3758
2337 2466 4957
2338 2823 296
2339 2438 1805
2340 4906 6348
2341 3209 2215
2342 3178 8390
2343 2507 1788
2344 2818 6332
2345 3537 8338
2346 4074 3585
2347 3116 7530
2348 4375 9462
2349 3533 8890
2350 3440 8008
2351 3320 1359
2352 2795 5729
2353 3993 9484
2354 4815 295
2355 2444 9838
2356 2426 6879
2357 2862 8463
2358 4946 3290
2359 4345 9924
2360 4162 8682
2361 3207 4011
2362 4050 4318
2363 4629 8062
2364 2873 4512
2365 4854 9241
2366 3433 4934
2367 4975 7689
2368 2709 2756
2369 4497 6461
2370 4685 7719
2371 4601 2463
2372 2959 9527
2373 2806 9458
2374 4057 1795
2375 4992 234
2376 3779 6602
2377 3705 1171
2378 4820 1675
2379 2901 8207
2380 3432 5363
2381 4827 75
2382 3287 3192
2383 3361 343
2384 3757 9971
2385 4479 6125
2386 3413 1105
2387 2471 2889
2388 4457 2041
2389 4541 1049
2390 4270 1461
2391 3525 8756
2392 3589 8360
2393 3627 6587
2394 4415 2473
2395 3790 9122
2396 4277 6439
2397 3355 7743
2398 3831 1475
2399 3950 6365
2400 4690 9405
2401 3670 4483
2402 4066 4616
2403 4875 5335
2404 4338 4780
2405 4358 4971
2406 2625 9557
2407 4631 4053
2408 3948 7605
2409 2682 7158
2410 4985 6607
2411 4610 1280
2412 2493 3364
2413 2897 9158
2414 3041 3646
2415 4495 3676
2416 2600 8162
2417 4609 1270
2418 3737 3998
2419 2741 7728
2420 4117 5265
2421 4140 6981
2422 4352 9671
2423 4278 5656
2424 4560 5626
2425 3481 1669
2426 3223 98
2427 3993 2821
2428 3646 3299
2429 2460 2032
2430 3940 8226
2431 4339 9608
2432 4831 8476
2433 4377 8764
2434 2539 3955
2435 2493 8469
2436 4297 3045
2437 4806 5494
2438 3963 6260
2439 4108 6268
2440 3880 9152
2441 3391 481
2442 3272 5477
2443 4452 7929
2444 2897 8769
2445 4097 5038
2446 3828 6845
2447 2651 4294
2448 3307 3008
2449 4430 3488
2450 2822 2765
2451 3850 3324
2452 3485 7029
2453 2958 4886
2454 3323 4355
2455 2941 9587
2456 3724 895
2457 4191 2419
2458 4248 6249
2459 3212 8831
2460 3715 1892
2461 2945 2917
2462 4289 2086
2463 4407 1983
2464 4406 4436
2465 3184 2071
2466 4309 4706
2467 4222 8896
2468 3458 1611
2469 3809 1715
2470 4773 7594
2471 4115 6763
2472 2546 6024
2473 4206 7094
2474 4345 2897
2475 2538 9718
2476 2720 5321
2477 3663 2417
2478 4180 5972
2479 2494 92
2480 2616 4388
2481 2751 6905
2482 3089 8873
2483 3295 813
2484 3459 8232
2485 4031 4716
2486 4405 6263
2487 3899 5712
2488 4413 8035
2489 4580 6121
2490 3217 5686
2491 3638 9515
2492 4579 7824
2493 4781 3416
2494 3092 6990
2495 3091 7388
2496 4550 2399
2497 4736 6059
2498 4965 7703
2499 3002 4500
2500 3215 1430
2501 3072 5296
2502 4707 1336
2503 3096 3120
2504 3584 9311
2505 4990 8822
2506 3053 1618
2507 2918 2597
2508 4144 4991
2509 3090 5464
2510 4738 3697
2511 3101 6359
2512 3184 7283
2513 3826 6787
2514 3872 5318
2515 3160 1508
2516 3205 8581
2517 4797 9868
2518 2864 4004
2519 3985 6811
2520 2795 7517
2521 3346 1510
2522 3199 5187
2523 4120 6941
2524 3876 6982
2525 2550 9479
2526 4906 2786
2527 3534 27
2528 2892 8036
2529 4223 2082
2530 3153 8742
2531 4345 9287
2532 3735 2371
2533 3800 5965
2534 3499 3800
2535 4301 8224
2536 4422 1379
2537 4841 453
2538 4502 7656
2539 4175 3456
2540 4849 2312
2541 3349 4879
2542 4452 1584
2543 3055 4138
2544 3273 4526
2545 2920 620
2546 4565 6886
2547 4578 2196
2548 4066 245
2549 4629 515
2550 2674 6648
2551 3561 2656
2552 4939 2862
2553 3645 9326
2554 4411 4416
2555 4782 8
2556 3742 8064
2557 4319 756
2558 2926 9597
2559 3237 8880
2560 3696 2107
2561 3299 238
2562 3381 9887
2563 2776 5412
2564 3280 8326
2565 4031 4450
2566 3296 3542
2567 4934 8792
2568 3356 821
2569 3537 558
2570 2893 1318
2571 3003 9619
2572 3014 4993
2573 3798 2031
2574 4308 7800
2575 3279 6879
2576 4976 3225
2577 2982 3496
2578 3572 3947
2579 3238 5112
2580 3382 2505
2581 4334 5018
2582 2900 5593
2583 3909 7868
2584 3714 2378
2585 4152 4327
2586 4829 9622
2587 3956 9872
2588 2972 7430
2589 2897 9008
2590 2880 383
2591 2687 3579
2592 3202 9866
2593 2789 1690
2594 3745 7882
2595 4071 5004
2596 3976 7179
2597 2893 9625
2598 4881 6697
2599 4534 7007
2600 4520 4634
2601 3912 6979
2602 3996 8914
2603 3217 269
2604 4292 2858
2605 4897 2483
2606 4400 2169
2607 4295 2895
2608 3764 5996
2609 2782 6126
2610 4269 4576
2611 3280 3725
2612 4219 6610
2613 3102 5390
2614 4135 9985
2615 3698 9325
2616 4326 6199
2617 4537 4029
2618 4660 5214
2619 4753 1104
2620 4430 2437
2621 3456 6004
2622 4271 8988
2623 2860 6616
2624 3083 4033
2625 4853 6830
2626 4044 3825
2627 4137 2375
2628 3214 3492
2629 2989 2077
2630 4471 4352
2631 3504 6997
2632 2774 7906
2633 3269 9823
2634 2691 4890
2635 3096 9187
2636 2973 1205
2637 4571 3976
2638 2794 7619
2639 4494 9217
2640 2660 7398
2641 4701 3330
2642 3451 896
2643 4015 172
2644 3653 9020
2645 3783 8717
2646 3377 1503
2647 3102 2866
2648 3172 9800
2649 4288 93
2650 3796 2830
2651 3349 7726
2652 3605 3609
2653 4619 2291
2654 4279 1729
2655 3201 4351
2656 3924 9430
2657 3126 9409
2658 3337 1156
2659 3281 7996
2660 3583 1344
2661 2980 2312
2662 2674 8353
2663 3080 1549
2664 2750 6435
2665 3326 9313
2666 4012 7712
2667 3027 2013
2668 3928 6027
2669 4734 8423
2670 3108 2746
2671 4488 2807
2672 3611 5829
2673 2772 3823
2674 4138 6568
2675 4083 8733
2676 4556 5753
2677 2799 2067
2678 4993 5127
2679 3358 2326
2680 3548 1179
2681 3228 2380
2682 4349 7356
2683 3406 8536
2684 4270 3566
2685 3502 1610
2686 3917 3830
2687 4223 407
2688 2716 405
2689 2742 341
2690 4462 2205
2691 2887 1075
2692 4102 4780
2693 2781 1616
2694 4084 3513
2695 4756 1279
2696 4107 8796
2697 3779 4549
2698 4082 7977
2699 3910 509
2700 3795 9285
2701 3181 9978
2702 3030 3462
2703 2794 6010
2704 3175 9625
2705 4288 3993
2706 4235 652
2707 2920 5752
2708 3052 4864
2709 4480 7698
2710 4153 9222
2711 4343 1068
2712 3192 695
2713 4110 3976
2714 4729 8493
2715 4986 6230
2716 3720 9974
2717 3551 3320
2718 4917 4019
2719 2927 4332
2720 3223 3584
2721 4389 2986
2722 3330 5980
2723 4892 4071
2724 4028 3156
2725 3478 5444
2726 3054 2465
2727 4385 3608
2728 3081 2697
2729 4240 4397
2730 4004 3001
2731 3016 301
2732 4406 4626
2733 4666 1522
2734 3974 7871
2735 4608 2864
2736 3213 3042
2737 3082 8297
2738 4867 6639
2739 3759 2955
2740 4512 4450
2741 4550 9860
2742 3707 5105
2743 4897 8324
2744 4613 9106
2745 4978 250
2746 4952 1330
2747 4583 453
2748 3502 5484
2749 3381 8274
2750 3899 7818
2751 4962 3968
2752 3659 3464
2753 4128 2080
2754 2788 1386
2755 4706 6841
2756 4915 4658
2757 2928 8033
2758 4659 9763
2759 4235 3706
2760 3273 6991
2761 3878 6523
2762 3235 8211
2763 3251 5192
2764 2908 6910
2765 4431 1743
2766 3238 168
2767 3394 7373
2768 4324 3755
2769 4513 4042
2770 2953 2382
2771 3752 2666
2772 3761 5291
2773 4587 1671
2774 4245 662
2775 3980 861
2776 3229 6246
2777 4633 6185
2778 3115 1968
2779 3154 3400
2780 2851 2379
2781 3227 8941
2782 3981 895
2783 3044 2058
2784 3446 477
2785 4323 9341
2786 4958 4445
2787 2898 5942
2788 3199 5738
2789 3946 3252
2790 3450 6907
2791 3902 8596
2792 3016 59
2793 2953 5731
2794 3325 7463
2795 3441 616
2796 3452 7180
2797 2829 2854
2798 4718 7349
2799 3452 4591
2800 3049 502
2801 3716 7317
2802 3713 903
2803 3909 9056
2804 2805 1323
2805 4452 8485
2806 4012 2933
2807 3489 2094
2808 4688 5672
2809 4377 3890
2810 4362 6489
2811 3287 6373
2812 3890 586
2813 3417 9644
2814 3852 1006
2815 2978 4160
2816 4817 6676
2817 3995 1748
2818 2957 2920
2819 4986 2126
2820 4235 4422
2821 3580 9618
2822 4883 166
2823 4836 3884
2824 4668 8702
2825 2965 1639
2826 3466 6937
2827 4947 8280
2828 3618 3103
2829 2922 1020
2830 3694 5944
2831 2942 7186
2832 2845 8119
2833 3570 3573
2834 4526 8974
2835 4157 4051
2836 4203 4420
2837 4431 5566
2838 4094 4842
2839 3124 5895
2840 3378 7571
2841 4094 6178
2842 3097 829
2843 3914 9829
2844 4606 8375
2845 4418 4372
2846 4670 9675
2847 4996 2614
2848 4042 6324
2849 4147 5337
2850 2994 4070
2851 3948 6959
2852 4899 2881
2853 4661 7959
2854 3288 7979
2855 4288 1525
2856 4508 396
2857 3035 429
2858 4616 4885
2859 3092 4087
2860 3861 4783
2861 3130 7019
2862 3317 2882
2863 3709 1635
2864 4968 7539
2865 3263 7039
2866 3410 798
2867 4009 7201
2868 3557 2543
2869 4072 3503
2870 3678 1679
2871 4237 9932
2872 2934 6076
2873 4474 5067
2874 3645 8761
2875 3653 5862
2876 4814 7952
2877 4701 2169
2878 3604 2352
2879 4480 8241
2880 3384 1968
2881 3958 2462
2882 3232 1548
2883 4147 5036
2884 4225 8941
2885 3422 2013
2886 3766 3872
2887 3113 3055
2888 3755 8301
2889 3074 4655
2890 4271 1365
2891 3101 8886
2892 2919 3868
2893 4588 5210
2894 2918 7880
2895 3591 3508
2896 4810 6329
2897 4198 1666
2898 3510 8158
2899 4932 6134
2900 3854 5357
2901 3206 8106
2902 4593 1312
2903 3218 8800
2904 3697 34
2905 3211 8144
2906 3285 4772
2907 2934 4990
2908 3791 9818
2909 3635 5953
2910 2960 1624
2911 3790 8411
2912 4260 6067
2913 4765 3809
2914 3980 9377
2915 3093 7266
2916 4224 1983
2917 3946 8141
2918 4061 2498
2919 4239 2345
2920 3771 556
2921 4653 5340
2922 4811 5275
2923 3138 4712
2924 3332 6292
2925 3930 2988
2926 3412 2051
2927 4105 8782
2928 4268 4103
2929 3408 2364
2930 4130 3813
2931 4563 6764
2932 4623 8421
2933 3908 5281
2934 3379 2141
2935 3677 5041
2936 3667 2390
2937 3925 173
2938 4853 1492
2939 3544 3147
2940 3819 5742
2941 3181 9423
2942 3358 5741
2943 3934 3233
2944 3460 2391
2945 3345 7417
2946 4869 7602
2947 3399 1063
2948 4680 310
2949 3131 2773
2950 3329 7122
2951 3517 7605
2952 3382 8282
2953 4945 5971
2954 4594 6278
2955 4336 7800
2956 4869 3398
2957 4387 3879
2958 3553 8511
2959 3684 807
2960 4801 4179
2961 3382 9382
2962 3851 6497
2963 4468 3992
2964 3329 6283
2965 3581 1120
2966 3538 6394
2967 4184 1305
2968 3386 4137
2969 3826 2755
2970 3483 3303
2971 4187 5231
2972 3903 4398
2973 3372 8953
2974 3810 6224
2975 3473 8244
2976 3879 6359
2977 3252 3222
2978 3254 6777
2979 3016 4869
2980 3075 4321
2981 4067 2755
2982 4427 2863
2983 4740 8630
2984 3906 4565
2985 4202 9301
2986 4778 5357
2987 3010 2493
2988 4748 4861
2989 4066 2496
2990 4868 1942
2991 4168 5296
2992 3744 7452
2993 3228 8089
2994 4660 2800
2995 4358 2977
2996 4690 9156
2997 3177 1279
2998 3599 5175
2999 4884 9632
3000 3946 7913
3001 4367 6931
3002 4333 7694
3003 4427 1397
3004 4105 9856
3005 4700 6406
3006 4196 8288
3007 3182 9309
3008 4285 64
3009 3169 8575
3010 3681 6614
3011 3730 7367
3012 3387 5615
3013 4280 1422
3014 4186 2805
3015 3635 944
3016 4342 9655
3017 3448 3905
3018 3332 3416
3019 3512 2175
3020 4016 2111
3021 3798 4598
3022 3774 1447
3023 3861 5441
3024 3344 8896
3025 3390 7448
3026 4713 4178
3027 3351 5790
3028 4815 5983
3029 4006 7529
3030 4270 391
3031 4520 8216
3032 4808 4390
3033 3984 854
3034 3415 5058
3035 3365 4457
3036 3290 6405
3037 4485 3479
3038 4987 6503
3039 3182 7841
3040 3418 9280
3041 4859 4114
3042 3306 1624
3043 3392 1949
3044 3776 4540
3045 3252 6311
3046 3570 3338
3047 3886 9548
3048 3656 2395
3049 4906 7372
3050 4158 6048
3051 3718 2327
3052 3637 6982
3053 4213 7474
3054 3245 6769
3055 3259 2208
3056 3249 9991
3057 4978 5271
3058 4020 2945
3059 4872 8855
3060 3095 2257
3061 4419 1801
3062 3590 629
3063 4681 3817
3064 3216 8942
3065 4263 3267
3066 4654 9326
3067 4829 6328
3068 3774 2660
3069 3916 9761
3070 3730 3068
3071 4642 5256
3072 4036 434
3073 4122 5439
3074 4284 7367
3075 4195 3477
3076 3804 1361
3077 3189 4274
3078 4724 4667
3079 3431 7057
3080 3277 9811
3081 4403 8037
3082 3524 7810
3083 3367 7266
3084 4714 5423
3085 3896 9583
3086 3095 3936
3087 4233 3902
3088 3362 8649
3089 3586 9762
3090 3588 2246
3091 3681 3532
3092 3321 3094
3093 3627 7800
3094 4028 3168
3095 4392 9476
3096 3578 5709
3097 4906 3786
3098 3840 9917
3099 4114 6813
3100 4591 8963
3101 4703 5975
3102 4442 147
3103 3507 4498
3104 3591 7350
3105 4893 6703
3106 4727 2713
3107 3551 8710
3108 4429 5671
3109 4372 6882
3110 4399 6886
3111 3755 4565
3112 4186 218
3113 3523 9459
3114 3898 3992
3115 4344 8655
3116 3131 2850
3117 4717 6141
3118 4492 94
3119 4010 5831
3120 4045 8194
3121 4043 4422
3122 3760 112
3123 3752 3510
3124 4977 1814
3125 3784 9991
3126 3338 182
3127 4589 7816
3128 4872 5330
3129 3396 1526
3130 3246 8138
3131 3834 8670
3132 4410 8403
3133 3458 9278
3134 3504 7470
3135 3905 6763
3136 4280 4270
3137 4386 432
3138 4315 4895
3139 3220 9186
3140 4151 9359
3141 4163 5076
3142 3454 1326
3143 3271 4422
3144 4679 5715
3145 3633 8628
3146 4968 6377
3147 4809 5212
3148 4373 8972
3149 4654 7844
3150 3874 3449
3151 3978 5101
3152 3661 8210
3153 3531 8277
3154 3165 986
3155 3315 3633
3156 3950 6473
3157 4755 6382
3158 3704 8620
3159 4714 1322
3160 4570 5804
3161 4941 2993
3162 3332 8231
3163 3484 6238
3164 4296 7338
3165 3718 3387
3166 4566 6757
3167 4980 6103
3168 4335 7769
3169 4849 6763
3170 3462 5332
3171 3372 9677
3172 3216 4750
3173 4181 7287
3174 4198 3713
3175 3979 1198
3176 4831 963
3177 4919 1181
3178 3406 8644
3179 4440 4907
3180 3642 94
3181 3876 48
3182 4138 4958
3183 3233 4054
3184 4337 5725
3185 3442 1223
3186 4668 4823
3187 4539 9825
3188 4272 9730
3189 4217 4977
3190 3649 3066
3191 4133 6838
3192 3450 3326
3193 3345 3972
3194 3532 8042
3195 3298 2287
3196 4748 1639
3197 3534 3993
3198 4300 1314
3199 3260 4142
3200 3831 4129
3201 3966 4697
3202 4702 2910
3203 4877 2464
3204 4912 4707
3205 3876 9103
3206 4469 4204
3207 4789 4207
3208 4272 4565
3209 4388 2858
3210 4783 6961
3211 3632 984
3212 3473 1545
3213 4130 6522
3214 3329 9235
3215 3227 3204
3216 4485 8306
3217 4491 1065
3218 3625 4955
3219 3317 335
3220 3293 3081
3221 3448 803
3222 3835 6633
3223 3967 8991
3224 4455 7510
3225 4434 3704
3226 4255 2076
3227 3313 5958
3228 4930 8800
3229 4975 6464
3230 4261 3214
3231 4501 5772
3232 4143 9569
3233 3548 3311
3234 3515 4526
3235 3504 6417
3236 4923 346
3237 4536 2549
3238 3654 2576
3239 4225 3070
3240 4710 3697
3241 4571 7540
3242 4621 8529
3243 3409 6901
3244 3893 3179
3245 4912 6051
3246 4913 7210
3247 3816 8792
3248 4028 6452
3249 3562 5744
3250 4406 9069
3251 3359 79
3252 3777 3707
3253 3297 777
3254 4619 2364
3255 3652 4006
3256 4408 5215
3257 4896 5212
3258 3269 217
3259 3434 7874
3260 4474 6888
3261 3692 5005
3262 4751 5251
3263 3267 2810
3264 3910 8439
