2500 5000
1714 2268 1363
1715 2310 33
1716 2329 924
1717 2316 8574
1718 2047 3473
1719 2298 7078
1720 2241 6090
1721 2337 3629
1722 2214 233
1723 2255 6158
1724 2482 4991
1725 1882 2292
1726 2155 9722
1727 1806 529
1728 2373 2013
1729 2371 2302
1730 2490 2586
1731 2371 1002
1732 2261 6879
1733 1863 7209
1734 2008 6281
1735 2219 7312
1736 2420 7580
1737 2239 1735
1738 1984 8598
1739 1786 5802
1740 2032 8416
1741 2203 2866
1742 2310 4432
1743 2109 6045
1744 1826 2434
1745 1806 2548
1746 2446 8315
1747 1821 4395
1748 2488 1454
1749 1822 4904
1750 2333 3595
1751 1904 4188
1752 2267 4173
1753 1983 9822
1754 2451 6112
1755 1772 370
1756 2366 4915
1757 2232 8883
1758 2408 9438
1759 1852 9546
1760 1973 3044
1761 2458 7019
1762 2009 540
1763 1901 3293
1764 1966 8340
1765 2201 3519
1766 2413 3245
1767 2018 6935
1768 1835 5320
1769 2431 2215
1770 1901 5801
1771 1837 4668
1772 1842 555
1773 1961 8726
1774 1787 3420
1775 2328 237
1776 1980 9281
1777 1934 3838
1778 1902 6574
1779 2453 1357
1780 2383 4461
1781 1861 7151
1782 1943 733
1783 1876 676
1784 2237 3571
1785 2127 3062
1786 2487 5735
1787 2293 5536
1788 2337 3657
1789 2114 1822
1790 2450 1491
1791 1965 2112
1792 1963 7081
1793 1923 6544
1794 2050 1966
1795 2433 7839
1796 2159 1604
1797 2385 3785
1798 1960 3757
1799 2369 4383
1800 2107 5327
1801 2207 2321
1802 2246 4322
1803 2189 6298
1804 1814 1511
1805 1851 6127
1806 2193 7638
1807 1846 7563
1808 2160 9215
1809 1841 271
1810 2213 6993
1811 2119 3389
1812 2405 8261
1813 2437 3434
1814 2192 7152
1815 2356 1471
1816 2208 6223
1817 1883 4642
1818 1982 73
1819 2064 4306
1820 2248 8453
1821 1904 9191
1822 1963 156
1823 2052 424
1824 1953 3297
1825 2199 7784
1826 1955 1781
1827 2098 6331
1828 1990 7615
1829 2326 1808
1830 2332 2580
1831 2387 7955
1832 1939 4702
1833 2478 8922
1834 2484 8778
1835 2443 883
1836 2343 2387
1837 1852 6339
1838 2436 4352
1839 2124 8705
1840 1979 9768
1841 1845 2735
1842 2400 4010
1843 2401 7903
1844 2431 3514
1845 1930 7173
1846 1897 4375
1847 2183 7438
1848 1947 123
1849 2113 4762
1850 2079 2739
1851 2111 7943
1852 2052 389
1853 2373 1622
1854 2449 6815
1855 2245 8361
1856 2353 6657
1857 2205 9348
1858 2115 2219
1859 1870 6372
1860 2310 2491
1861 2273 8341
1862 2043 6659
1863 1937 3757
1864 2325 3032
1865 1918 2730
1866 2292 8950
1867 2070 1401
1868 2260 2077
1869 2198 1888
1870 2150 2813
1871 2019 7177
1872 2352 1350
1873 2151 8028
1874 1965 8803
1875 2009 3641
1876 2404 8176
1877 2435 689
1878 2397 1764
1879 1931 9819
1880 2340 5348
1881 2062 6288
1882 2264 9908
1883 2393 1120
1884 1994 6759
1885 1891 7652
1886 2410 3186
1887 2240 9027
1888 2150 9781
1889 2460 9852
1890 2209 6873
1891 2491 893
1892 2193 7655
1893 2023 7323
1894 2299 8165
1895 2359 6723
1896 2230 9887
1897 2294 5644
1898 2326 3385
1899 2264 144
1900 2272 5025
1901 2219 7117
1902 2429 984
1903 2250 3252
1904 2252 4961
1905 2358 5319
1906 2386 4820
1907 1992 6664
1908 2012 4605
1909 2227 2853
1910 2194 7497
1911 2385 7183
1912 1925 6307
1913 2497 5502
1914 2299 5333
1915 2417 3802
1916 2028 4615
1917 2144 3805
1918 2352 9097
1919 1965 2215
1920 2400 7981
1921 2219 7754
1922 2330 1219
1923 1949 7895
1924 2412 7701
1925 2433 3176
1926 2314 799
1927 2432 8890
1928 2486 9397
1929 2311 9546
1930 2012 5127
1931 2312 1934
1932 2227 13
1933 2470 3518
1934 2485 6235
1935 2497 9085
1936 2275 6140
1937 2462 5659
1938 2146 1729
1939 2217 3489
1940 2132 4444
1941 2131 1627
1942 1952 3582
1943 2432 9630
1944 2135 4352
1945 2412 1889
1946 2191 2211
1947 2147 1949
1948 1979 5568
1949 2037 5104
1950 1954 6860
1951 2072 4387
1952 1964 8175
1953 2047 728
1954 2091 9612
1955 1971 5971
1956 2460 2124
1957 1986 9541
1958 2053 2206
1959 2462 2653
1960 2425 1164
1961 2061 2571
1962 2152 6402
1963 2141 1075
1964 2375 8957
1965 2181 1747
1966 2145 138
1967 2285 448
1968 2232 355
1969 2018 4477
1970 2118 9128
1971 2250 1981
1972 2328 5840
1973 2442 7232
1974 2422 7996
1975 2271 2637
1976 2150 7933
1977 2069 6031
1978 2185 9692
1979 1983 7654
1980 2168 2357
1981 2316 2339
1982 2358 1082
1983 2330 864
1984 2052 3223
1985 2312 3341
1986 2389 9027
1987 2345 7300
1988 2491 7706
1989 2311 9736
1990 2268 2710
1991 2134 5380
1992 2483 9552
1993 2121 6998
1994 2465 8173
1995 2346 8884
1996 2019 7559
1997 2215 4689
1998 2167 3858
1999 2399 7791
2000 2216 7466
2001 2099 4840
2002 2129 766
2003 2366 8746
2004 2016 102
2005 2363 6024
2006 2136 9989
2007 2284 4514
2008 2267 4655
2009 2072 827
2010 2213 6593
2011 2225 2206
2012 2085 4149
2013 2144 265
2014 2350 7707
2015 2073 2084
2016 2431 6658
2017 2407 3701
2018 2496 4368
2019 2481 5477
2020 2412 3758
2021 2229 3744
2022 2046 2764
2023 2191 9973
2024 2380 2141
2025 2128 5552
2026 2045 1254
2027 2445 8595
2028 2156 6913
2029 2314 5996
2030 2466 954
2031 2319 8611
2032 2285 6173
2033 2238 7625
2034 2421 3269
2035 2398 6191
2036 2257 8626
2037 2430 8340
2038 2124 9419
2039 2202 9046
2040 2364 1573
2041 2251 6199
2042 2135 620
2043 2103 4883
2044 2328 3282
2045 2108 7308
2046 2493 8980
2047 2065 2738
2048 2292 8840
2049 2326 9512
2050 2245 9549
2051 2229 7785
2052 2396 3647
2053 2171 4094
2054 2380 7013
2055 2137 7811
2056 2448 2156
2057 2107 2635
2058 2215 3926
2059 2259 9017
2060 2328 6065
2061 2385 8069
2062 2463 1602
2063 2236 8868
2064 2389 5679
2065 2353 5330
2066 2287 1557
2067 2282 5759
2068 2436 7765
2069 2187 5607
2070 2358 5125
2071 2297 5918
2072 2180 7030
2073 2354 340
2074 2203 4974
2075 2081 9188
2076 2475 1577
2077 2103 1330
2078 2108 8763
2079 2204 4576
2080 2335 1950
2081 2228 7453
2082 2247 1867
2083 2460 4593
2084 2390 5767
2085 2125 2670
2086 2351 2068
2087 2294 8334
2088 2369 9205
2089 2312 4935
2090 2465 6212
2091 2345 9583
2092 2479 5633
2093 2208 5291
2094 2252 2432
2095 2359 6540
2096 2166 1406
2097 2275 4594
2098 2357 5326
2099 2276 2486
2100 2442 6321
2101 2165 7457
2102 2260 2555
2103 2319 4913
2104 2299 8406
2105 2461 74
2106 2459 295
2107 2195 1850
2108 2393 2973
2109 2133 6180
2110 2236 3937
2111 2314 7819
2112 2197 9701
2113 2238 347
2114 2306 9509
2115 2243 1266
2116 2396 1792
2117 2429 6089
2118 2460 3650
2119 2348 9256
2120 2259 7065
2121 2153 3228
2122 2130 8667
2123 2233 7375
2124 2158 1026
2125 2295 7570
2126 2497 6468
2127 2454 9192
2128 2254 4866
2129 2370 3640
2130 2265 4074
2131 2378 2782
2132 2461 9075
2133 2409 6169
2134 2261 3549
2135 2230 8330
2136 2460 6732
2137 2394 6202
2138 2352 7702
2139 2179 7160
2140 2199 9341
2141 2492 4484
2142 2342 595
2143 2430 7593
2144 2279 4874
2145 2396 8546
2146 2490 8618
2147 2159 9927
2148 2440 4763
2149 2235 4056
2150 2365 8830
2151 2163 6528
2152 2399 6731
2153 2233 9884
2154 2447 3376
2155 2262 7364
2156 2279 8885
2157 2380 6628
2158 2281 1650
2159 2458 1441
2160 2211 9849
2161 2496 2771
2162 2309 5784
2163 2335 6398
2164 2304 4206
2165 2289 2511
2166 2232 7047
2167 2305 8301
2168 2193 4850
2169 2442 7557
2170 2367 3855
2171 2411 8692
2172 2304 7623
2173 2439 1219
2174 2318 3076
2175 2267 7460
2176 2267 8856
2177 2276 4431
2178 2459 4151
2179 2251 2321
2180 2263 5157
2181 2411 6928
2182 2333 7820
2183 2466 6001
2184 2399 2199
2185 2237 2359
2186 2421 8970
2187 2308 6127
2188 2259 6363
2189 2474 5644
2190 2471 1416
2191 2415 1117
2192 2461 4592
2193 2384 8421
2194 2242 8720
2195 2306 6260
2196 2339 9679
2197 2217 9333
2198 2379 4120
2199 2359 2698
2200 2288 4581
2201 2380 195
2202 2345 6131
2203 2204 4856
2204 2408 7868
2205 2379 3027
2206 2342 1346
2207 2315 1039
2208 2396 6906
2209 2462 4679
2210 2415 7783
2211 2445 4180
2212 2221 9397
2213 2238 7782
2214 2217 2753
2215 2230 9572
2216 2369 2350
2217 2379 7180
2218 2279 3039
2219 2446 8300
2220 2238 2243
2221 2350 6294
2222 2247 6043
2223 2290 7179
2224 2451 9930
2225 2275 6336
2226 2458 6261
2227 2387 6119
2228 2398 9544
2229 2294 6894
2230 2328 3731
2231 2262 3690
2232 2272 6069
2233 2367 5397
2234 2323 3190
2235 2279 6961
2236 2260 3074
2237 2413 313
2238 2341 6684
2239 2476 4336
2240 2480 2430
2241 2281 3359
2242 2252 2248
2243 2318 5495
2244 2393 7491
2245 2421 2155
2246 2444 9145
2247 2339 9659
2248 2451 389
2249 2254 9021
2250 2430 9930
2251 2260 7314
2252 2483 8247
2253 2430 6874
2254 2263 4821
2255 2360 6468
2256 2303 1211
2257 2291 4702
2258 2480 8654
2259 2414 7
2260 2325 1266
2261 2374 5365
2262 2343 5671
2263 2309 6355
2264 2289 764
2265 2493 8237
2266 2458 5355
2267 2314 1504
2268 2461 6205
2269 2487 869
2270 2303 4999
2271 2275 5511
2272 2422 482
2273 2491 7617
2274 2489 1557
2275 2359 472
2276 2490 8171
2277 2484 3854
2278 2288 7158
2279 2339 614
2280 2298 3648
2281 2377 9176
2282 2294 6934
2283 2305 9224
2284 2488 9540
2285 2304 8835
2286 2368 7064
2287 2366 9578
2288 2361 1820
2289 2450 2813
2290 2447 5628
2291 2320 9660
2292 2299 6182
2293 2343 3695
2294 2328 6926
2295 2424 9443
2296 2473 8083
2297 2402 2677
2298 2417 3362
2299 2331 4022
2300 2417 9638
2301 2450 1938
2302 2432 8812
2303 2437 5823
2304 2473 6153
2305 2347 9431
2306 2372 8169
2307 2425 7590
2308 2364 7395
2309 2328 6522
2310 2323 126
2311 2332 2196
2312 2359 8436
2313 2392 3529
2314 2399 3007
2315 2325 2987
2316 2341 3691
2317 2402 368
2318 2366 8592
2319 2388 6773
2320 2421 3637
2321 2373 9314
2322 2401 317
2323 2391 3502
2324 2466 8069
2325 2380 8262
2326 2488 1418
2327 2378 7937
2328 2473 3367
2329 2371 9512
2330 2424 4104
2331 2368 3912
2332 2404 8727
2333 2489 7695
2334 2337 8993
2335 2394 2547
2336 2478 6249
2337 2352 8276
2338 2354 5220
2339 2350 974
2340 2489 9525
2341 2393 1418
2342 2463 5870
2343 2354 7140
2344 2471 7418
2345 2373 456
2346 2372 4101
2347 2476 4680
2348 2490 6726
2349 2486 3479
2350 2442 8664
2351 2456 3450
2352 2399 3496
2353 2446 2128
2354 2417 8961
2355 2383 9574
2356 2457 8333
2357 2496 5140
2358 2466 1488
2359 2378 6793
2360 2479 4774
2361 2492 4479
2362 2396 9969
2363 2420 7723
2364 2460 2356
2365 2370 6245
2366 2475 1080
2367 2386 8503
2368 2407 3281
2369 2384 2011
2370 2434 7453
2371 2377 8894
2372 2413 486
2373 2477 9069
2374 2485 1258
2375 2487 2924
2376 2443 9250
2377 2489 8945
2378 2468 8496
2379 2434 3960
2380 2499 8506
2381 2444 6378
2382 2399 3865
2383 2469 443
2384 2405 3721
2385 2404 1742
2386 2435 7051
2387 2414 2935
2388 2460 1136
2389 2499 5127
2390 2453 4055
2391 2401 4607
2392 2434 5681
2393 2428 9588
2394 2398 9296
2395 2457 382
2396 2442 2645
2397 2454 591
2398 2482 5269
2399 2408 3154
2400 2493 9544
2401 2402 7248
2402 2460 6548
2403 2461 6767
2404 2497 1426
2405 2473 2504
2406 2423 3216
2407 2427 2935
2408 2418 5339
2409 2478 2377
2410 2493 2878
2411 2463 7376
2412 2495 9511
2413 2453 5982
2414 2480 6176
2415 2476 5294
2416 2433 1173
2417 2498 1881
2418 2462 9175
2419 2498 5390
2420 2425 2367
2421 2429 2805
2422 2440 6546
2423 2439 5492
2424 2435 53
2425 2495 4536
2426 2498 8946
2427 2464 1165
2428 2491 3680
2429 2487 8742
2430 2479 849
2431 2453 315
2432 2494 9994
2433 2457 252
2434 2459 4196
2435 2499 4358
2436 2451 3710
2437 2454 3674
2438 2444 9426
2439 2466 8623
2440 2454 6830
2441 2483 5199
2442 2483 8402
2443 2464 2544
2444 2477 6538
2445 2496 8441
2446 2459 5642
2447 2493 2588
2448 2485 4902
2449 2460 286
2450 2476 1279
2451 2471 3915
2452 2494 7093
2453 2486 1493
2454 2490 2080
2455 2458 7231
2456 2483 7934
2457 2490 7802
2458 2485 8288
2459 2462 3164
2460 2477 2671
2461 2475 6500
2462 2498 5045
2463 2477 7580
2464 2498 2537
2465 2496 7395
2466 2474 7297
2467 2486 5474
2468 2485 6629
2469 2478 5688
2470 2496 8056
2471 2476 2091
2472 2497 9542
2473 2499 2256
2474 2482 6999
2475 2477 8279
2476 2483 4629
2477 2490 6681
2478 2494 3899
2479 2482 9920
2480 2491 1404
2481 2496 3571
2482 2496 5650
2483 2494 7134
2484 2487 6769
2485 2490 4908
2486 2498 7459
2487 2493 8855
2488 2489 963
2489 2495 2895
2490 2495 5296
2491 2495 5450
2492 2496 4635
2493 2499 9344
2494 2499 6394
2495 2499 3934
2496 2497 828
2497 2499 6066
2498 2499 5612
1441 1532 1532
1952 207 7984
1537 2433 2031
187 2125 2419
2154 881 5722
564 1000 9768
1674 873 209
1933 1203 6454
2160 1377 9817
597 297 5429
2201 943 215
743 183 541
2394 914 5300
1592 367 4867
89 495 2728
1268 397 6266
1560 690 8532
839 2231 2122
2174 81 2935
1706 725 1638
378 2449 4638
2082 545 151
2308 1959 6470
797 16 5157
823 983 3195
323 369 6788
2035 1415 4916
984 1616 9148
1394 546 9121
2235 2154 9427
2406 403 9889
2133 2417 4528
2118 1170 545
2034 451 4433
1744 1823 7369
888 851 5595
2424 371 1946
2328 217 3693
1670 231 6887
752 285 1827
2078 264 4242
592 915 1931
2123 1792 984
2358 1254 4415
894 2323 3949
1265 590 2947
1181 2137 657
95 1455 954
613 1036 4195
517 1300 2609
2037 726 431
32 2444 4799
2419 689 8304
1082 1456 4355
383 1037 9815
1288 818 5766
1564 1850 867
9 778 1254
2225 2393 9255
1902 25 9615
2099 2278 6638
565 1316 896
637 2146 430
1542 1147 8286
1540 1628 7868
1523 2478 3210
511 1492 7953
296 1950 8313
1618 707 6491
473 656 1096
1404 653 5350
1466 1488 2038
778 486 5914
242 2158 6115
1585 496 1836
1367 762 5249
833 2442 5774
1357 1485 9649
1790 1701 9504
412 1324 7736
1212 422 8243
2020 1427 6715
1590 1545 4400
920 295 3021
905 1939 4909
247 369 8254
1328 2440 3200
712 2400 7937
2420 1633 4056
1799 1897 456
2497 373 8198
2304 1698 6745
483 1358 493
1760 1295 2477
2000 1776 8559
1885 1326 1796
1843 2491 5696
355 440 647
1730 2419 1316
1331 1160 1829
627 385 2643
574 2449 2541
1296 1607 1813
1285 1680 7427
64 488 6622
468 1967 4468
1417 1303 2240
1822 749 1474
1974 2452 244
2314 1388 5539
473 1512 148
2124 2483 1600
1753 895 6915
1958 2368 7248
2027 1221 3239
1933 557 4584
886 1511 1997
2470 1763 7675
1356 1760 3095
609 1810 4282
549 102 8580
1514 994 387
1176 1513 2056
1780 1123 2315
124 2347 6435
2381 1415 570
57 327 9040
946 2273 5492
2441 2474 7246
2214 2056 8634
1778 284 2867
1823 429 5271
2366 1695 4393
1810 1294 7892
488 430 2491
1534 1022 9039
787 522 7242
1497 593 4167
2427 564 4745
2353 72 4603
2206 2318 4036
1816 745 6652
1108 598 5783
2411 1092 4620
2162 923 8253
1646 2327 2888
648 696 8749
1026 1887 7856
39 994 3338
2119 1353 4717
116 2445 8468
2187 1234 8082
1672 2163 661
742 719 2000
404 1973 5466
1652 2492 6093
1633 332 3654
1145 867 5287
1713 1472 5459
1224 1425 7757
1993 1034 5314
1910 989 5363
2155 2446 2675
499 417 3810
2109 2243 737
2198 1967 3811
1867 1977 3147
1186 2475 4261
2368 1538 1548
656 2229 9839
234 2211 8817
2463 2467 4655
1909 2358 5040
1174 2012 4052
45 1687 4020
2385 1866 9493
2152 2397 8192
1130 2404 9270
963 1703 2297
836 880 6313
953 701 2875
676 496 6231
1685 1488 4521
2418 1897 540
1553 1728 5658
213 804 7357
2275 2499 8749
1420 2161 865
2223 1029 7351
277 609 9069
583 1974 4289
989 568 6482
697 1388 7852
1312 1682 2701
1042 431 6633
635 1566 3012
283 2331 2386
2187 1660 1316
277 546 2646
268 613 1705
105 1099 9593
1129 1704 1262
491 2065 6368
1240 1836 7769
45 2050 9406
2015 1380 2655
1960 2187 2600
2481 543 9921
1478 110 8274
939 395 1202
1589 1954 1634
129 280 70
936 1541 9823
1080 124 5020
1699 1035 6583
209 1620 6082
2040 1881 2628
1515 1562 6645
420 668 8322
1000 1981 3689
2015 44 5693
1359 2379 4788
1738 502 948
1932 1801 1719
2272 1174 3470
1741 306 7384
1351 1425 2722
673 1178 6713
2075 586 4603
1671 780 1408
1887 1938 7593
801 262 8554
24 280 4342
633 1789 267
764 2425 4201
231 1254 559
1583 675 5995
393 1887 2093
89 621 2694
925 2379 1265
1069 1579 5101
512 1344 9548
1029 23 4847
1000 1983 8806
2125 2455 269
584 1102 9917
2361 769 6893
31 1873 3311
992 2203 1054
473 1939 8254
2305 563 5326
1769 1058 1328
2269 2063 62
376 835 860
707 2196 2025
2298 1017 6384
2300 986 6480
735 530 4276
2174 1130 8761
731 2492 4917
1729 1759 1964
1582 429 7600
886 95 352
653 1116 9262
1048 2118 646
646 278 6685
2340 1217 7256
61 2332 5133
724 1276 612
1665 653 3858
1102 816 3874
1313 1317 5914
2485 2471 6820
121 1463 9890
1007 2484 1504
1804 883 96
1681 894 354
206 1665 5383
315 2475 2513
55 418 1499
2406 155 5310
2456 659 496
1236 406 8412
1634 655 6205
1229 1213 841
2262 707 6818
190 1186 3942
1199 2300 1240
162 1912 5647
410 1828 5743
629 811 4215
602 2155 4945
1899 2439 6792
1777 1507 7405
437 867 6043
637 1647 6745
497 1876 6208
222 934 7056
940 627 4797
775 923 1013
378 1270 8220
77 1731 487
1862 809 3230
1245 447 7287
1747 1476 3729
208 809 6047
1747 1392 6742
1958 640 8721
879 813 6328
1821 1043 4126
1682 1414 4810
693 989 2754
2313 492 8671
491 1220 9686
2269 1052 7798
2481 1568 8786
1957 271 5412
1940 886 3976
664 734 4546
2472 1436 7615
2165 1979 3131
2225 2242 9675
1618 112 8725
1825 2302 2481
2095 1919 7722
1815 5 4190
2143 945 8163
1299 1263 4329
1847 1381 228
877 1873 9688
1169 700 9036
2370 1370 9925
835 1018 9399
451 711 8159
1733 2108 8662
2175 1469 2163
1450 951 1823
1718 2048 4722
980 117 1420
1465 416 4905
1682 516 6920
2476 1275 4549
470 1939 481
927 2266 5674
283 815 8350
964 1008 4865
1279 2107 2847
934 1193 7187
1 927 2676
361 157 2398
2135 610 2910
1720 2413 7638
1358 2164 6646
325 2458 524
954 2095 5433
836 594 2714
1715 1685 9213
1342 1743 2786
2139 2260 904
675 1470 7799
721 377 1126
2026 745 5012
328 466 8656
1029 2158 7447
49 1965 9715
1140 1093 1884
1883 1876 2440
913 163 8311
673 1298 5611
1485 1393 824
1739 857 6939
128 499 7622
596 1959 8149
2229 747 7705
806 2478 100
2090 281 8878
1030 804 2188
2463 2335 2265
255 813 4096
781 1097 2322
2299 2484 2798
1999 15 4730
1835 1208 9853
1627 1448 6736
2147 95 4092
993 1965 4070
1237 2041 7514
290 2312 6375
2361 1785 2381
1245 357 9613
1502 126 6550
1808 864 1835
332 2259 2284
1879 2324 7979
1230 611 4727
10 1365 2108
105 1558 5372
2018 63 9977
1762 366 4471
294 2432 5070
2013 2009 3804
1692 1647 9397
1438 1575 4616
1532 773 4458
1029 539 9993
244 1334 7755
559 259 3739
2315 1968 8958
1086 74 2116
421 253 3508
2117 2174 8857
1856 1920 9839
1039 2495 2498
1570 1503 4835
753 1250 9634
606 224 5028
2088 1482 2853
1248 939 4893
1389 657 9923
1633 672 6488
1848 1085 6572
692 414 6987
185 1731 1366
628 727 108
277 2492 8220
1232 282 2620
698 1024 5729
2343 2011 5411
818 1368 8783
255 817 4790
592 1830 7533
1273 1052 9178
2351 646 9913
451 987 1354
1923 16 9281
286 1111 4952
1316 418 8889
1990 1441 6751
1767 100 2170
1264 2185 345
634 514 7768
461 1497 6524
698 66 5283
1907 872 5953
2060 1181 7053
1230 2195 9734
345 1097 359
636 200 6375
1511 2038 2425
729 1160 3164
2147 1026 2559
1286 615 5187
693 1836 6443
749 2216 1442
1604 2431 183
2158 142 6241
1256 467 1861
1053 742 2666
311 2079 9480
703 357 3189
2278 268 2096
1164 910 2483
1252 1306 1043
447 916 456
1004 474 7202
2174 1542 5845
2201 1971 6288
1471 1472 8393
150 1655 5325
2259 1615 1804
688 823 1010
1373 1985 3704
1862 932 4570
281 1709 1146
569 984 1054
611 1764 5044
1331 780 3909
2037 546 2890
592 2455 6200
853 380 9353
380 1683 4567
1860 1844 6777
250 1845 1982
683 1693 3144
1571 1656 2336
2073 427 1474
2429 286 8934
1887 620 4514
670 596 5762
2091 1222 2995
1488 1521 7197
1502 1683 4093
1646 315 7629
759 221 2641
1821 1636 9332
971 878 9122
2104 2470 9045
451 130 3572
1526 1578 6273
1772 1208 7623
759 359 5152
1288 1853 8253
129 466 7235
1271 1335 3076
336 730 5920
1807 1214 2883
683 2376 1604
2170 583 3764
1312 246 2285
137 2371 5850
2417 1232 3236
2194 1370 1294
1384 1674 8815
2391 477 2596
2238 2399 8636
698 1327 565
255 1905 2350
745 1847 2022
2141 1906 4526
1286 1360 6053
262 232 5324
544 433 6429
487 581 8322
472 575 8612
2182 512 9332
2394 141 781
215 1135 4746
1145 2112 8940
1388 1135 1899
2188 1709 8105
2449 350 9211
1024 2107 4279
935 939 2161
1271 1106 1029
987 482 2533
313 1845 7770
332 1279 5331
272 2250 895
1646 708 5684
1847 1689 7213
155 514 7786
2386 2190 3074
2448 845 9859
2190 1985 3305
1455 540 4956
64 1116 5304
242 2498 1377
2143 1688 8421
219 882 234
2352 2263 8617
1974 1130 1517
2021 2226 5933
2354 830 9941
1552 2376 9137
2434 491 575
571 373 5135
1854 920 4980
2424 546 3963
1212 673 1763
1993 917 3264
1439 635 9737
1164 537 7762
2264 411 7734
2108 734 6835
180 1998 2489
1954 350 9746
1710 1218 2632
849 642 8825
2216 938 5734
730 797 8674
589 113 5385
1119 62 3049
1314 1902 9863
76 243 8586
2390 609 3130
968 2154 4051
1785 1986 4595
443 981 1479
2232 2390 4062
2196 1832 8366
485 1255 7271
1883 695 5013
930 1557 1520
745 1150 3752
164 432 9430
2016 2082 4741
681 649 293
658 2408 7635
1430 1719 2783
1683 1686 8633
1260 1564 2505
416 835 6668
2106 2107 9749
2401 2145 432
1454 1653 3065
1631 263 6045
1320 2134 2738
2462 691 8845
1650 1356 3018
2341 1801 7306
2004 822 2290
1351 1510 2948
1611 726 2986
1514 1542 1789
2209 767 8779
2277 696 6380
233 47 1652
305 1305 3852
2080 2126 2608
2294 2272 266
594 1246 3696
1804 1638 9692
1003 1972 3118
1304 1034 1395
978 1961 3502
220 1646 2731
308 2030 8034
1918 386 4897
1574 2056 8818
39 2242 9131
1402 1185 2422
1040 166 6677
2333 1219 3335
1212 774 5087
1770 1954 1982
856 220 3463
1527 1605 9512
1929 269 3797
2311 7 6928
1451 134 2318
1618 63 8945
2232 86 6619
237 1094 5499
1034 1504 6224
1295 2453 4826
2135 2481 2792
1591 747 8723
1402 1832 2549
1295 705 9965
1925 816 2406
1543 1112 449
1178 1983 1869
2456 102 7879
1781 2372 9595
1282 1206 1037
363 1900 715
83 1111 5038
816 393 1355
2006 676 4442
111 794 792
90 526 5192
1752 2453 7343
10 1597 8464
2093 953 1874
2264 271 5099
2423 1740 3971
852 1302 9230
1638 814 4091
2134 1340 7890
103 1679 9796
739 1242 6899
106 472 7148
695 1668 9946
2320 1598 2101
1661 680 5177
147 2093 6646
1 569 7941
506 2167 4011
1208 1147 7299
436 2325 6512
1493 1341 9266
100 1447 456
1525 253 1256
342 721 1742
1949 1985 71
557 1461 5513
2220 667 9280
2418 743 8537
682 227 7636
626 179 8912
2089 189 1025
2451 629 3538
2091 517 1398
2147 1347 2407
1522 1273 542
2143 1135 9506
1625 402 7079
653 36 1481
2148 1835 6734
174 1227 6615
1162 940 3896
168 1382 6530
250 126 3955
2242 2480 596
707 1384 4422
2307 1403 769
2120 894 9717
2376 1923 5358
668 74 3978
2114 1757 7541
424 2283 1060
999 99 1761
1645 536 2239
1501 221 4213
1185 2174 8460
2056 2265 3224
606 1294 3136
2087 2293 8510
1786 1845 1816
1406 2200 5334
801 2170 1576
380 1680 47
1833 829 2774
2227 148 5000
2457 2143 351
1884 529 857
2421 764 6103
828 1697 3400
1823 635 5230
2350 1543 3201
56 2483 2913
535 82 7347
1729 1315 5716
2198 1801 6125
503 1435 8793
990 2131 697
458 1735 5750
1394 2280 7755
2039 778 2487
2058 610 2187
285 1603 5264
1398 180 934
1255 806 7579
440 1166 5806
1858 1100 5992
984 2020 9911
2201 1981 7436
158 1058 5191
1232 1224 9149
2121 1304 7282
235 1630 1461
539 1701 5351
1303 2297 14
2081 82 9845
965 1437 5200
1223 630 9088
1093 1826 1623
1408 878 2652
1817 868 9483
1124 873 3804
2298 855 4459
825 2037 4904
2398 1140 9330
1312 2489 6051
690 723 3442
957 1503 9526
1609 851 6870
2088 52 4923
2 1395 3819
815 2437 7823
2437 2012 3697
2182 1235 5227
1334 1937 7391
223 2107 4525
369 1511 3626
922 2368 4984
1320 2168 3794
2231 233 141
2485 1853 234
679 1020 5150
875 107 2775
423 1040 9979
2441 1361 737
2226 1546 7316
1850 980 6865
1967 1258 8742
1706 2465 3423
1127 492 3001
2473 185 2817
2388 789 6417
324 665 8895
816 1113 7051
2246 150 5789
2319 44 8536
1795 287 4846
1082 2132 6398
2382 573 7533
1500 1904 9641
147 154 4376
1176 915 3768
213 1876 9194
1648 1310 5774
1416 799 164
1825 2359 4300
1407 1734 5146
708 1552 4315
2213 1120 9955
33 1491 2564
507 326 8141
754 1607 6172
1468 1558 2059
964 165 5372
682 1977 3199
1665 738 569
399 2368 9804
2045 1557 2105
1445 1485 9585
406 1 2813
2184 2376 6365
1048 1543 8128
2310 1731 4986
106 1376 6772
952 1809 9133
2442 438 9290
918 1635 8356
1516 521 8001
2233 1518 2692
2032 2279 789
1121 2374 1002
2486 2135 7656
2473 1866 1015
348 879 5534
668 1814 3231
392 1002 3500
388 1402 1256
1095 935 3355
1677 1167 8137
264 328 2321
1900 1575 6674
1278 1981 3251
2072 1447 9520
30 1937 5426
2435 1457 5295
2055 1238 9424
405 200 6434
1953 150 628
1940 44 3194
2238 1819 7693
2386 1903 4310
1009 2050 5742
313 2421 2717
610 1735 3747
1654 1929 5076
1672 792 2411
1015 1158 2453
1285 1431 1552
108 1385 659
1928 24 7800
78 1678 6215
614 388 5769
1265 1137 3916
1725 666 4719
1048 1043 8195
2276 2374 8471
297 1023 1591
1578 200 8754
908 2337 4247
445 1277 9229
1408 1651 2892
1284 453 7014
